Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,12,20:30,,,,,,,,,,,,,,,,
August,12,21:00,,,,,,,,,,,,,,,,
August,12,21:30,,,,,,,,,,,,,,,,
August,12,22:00,,,,,,,,,,,,,,,,
August,12,22:30,,,,,,,,,,,,,,,,
August,12,23:00,,,,,,,,,,,,,,,,
August,12,23:30,,,,,,,,,,,,,,,,
August,13,0:00,,,,,,,,,,,,,,,,
August,13,0:30,,,,,,,,,,,,,,,,
August,13,1:00,,,,,,,,,,,,,,,,
August,13,1:30,,,,,,,,,,,,,,,,
August,13,2:00,,,,,,,,,,,,,,,,
August,13,2:30,,,,,,,,,,,,,,,,
August,13,3:00,,,,,,,,,,,,,,,,
August,13,3:30,,,,,,,,,,,,,,,,
August,13,4:00,,,,,,,,,,,,,,,,
August,13,4:30,,,,,,,,,,,,,,,,
August,13,5:00,,,,,,,,,,,,,,,,
August,13,5:30,,,,,,,,,,,,,,,,
August,13,6:00,,,,,,,,,,,,,,,,
August,13,6:30,,,,,,,,,,,,,,,,
August,13,7:00,,,,,,,,,,,,,,,,
August,13,7:30,,,,,,,,,,,,,,,,
August,13,8:00,,,,,,,,,,,,,,,,
August,13,8:30,,,,,,,,,,,,,,,,
August,13,9:00,,,,,,,,,,,,,,,,
August,13,9:30,,,,,,,,,,,,,,,,
August,13,10:00,,,,,,,,,,,,,,,,
August,13,10:30,,,,,,,,,,,,,,,,
August,13,11:00,,,,,,,,,,,,,,,,
August,13,11:30,,,,,,,,,,,,,,,,
August,13,12:00,,,,,,,,,,,,,,,,
August,13,12:30,,,,,,,,,,,,,,,,
August,13,13:00,,,,,,,,,,,,,,,,
August,13,13:30,,,,,,,,,,,,,,,,
August,13,14:00,,,,,,,,,,,,,,,,
August,13,14:30,,,,,,,,,,,,,,,,
August,13,15:00,,,,,,,,,,,,,,,,
August,13,15:30,,,,,,,,,,,,,,,,
August,13,16:00,,,,,,,,,,,,,,,,
August,13,16:30,,,,,,,,,,,,,,,,
August,13,17:00,,,,,,,,,,,,,,,,
August,13,17:30,,,,,,,,,,,,,,,,
August,13,18:00,,,,,,,,,,,,,,,,
August,13,18:30,,,,,,,,,,,,,,,,
August,13,19:00,,,,,,,,,,,,,,,,
August,13,19:30,,,,,,,,,,,,,,,,
August,13,20:00,,,,,,,,,,,,,,,,
August,13,20:30,,,,,,,,,,,,,,,,
August,13,21:00,,,,,,,,,,,,,,,,
August,13,21:30,,,,,,,,,,,,,,,,
August,13,22:00,,,,,,,,,,,,,,,,
August,13,22:30,,,,,,,,,,,,,,,,
August,13,23:00,,,,,,,,,,,,,,,,
August,13,23:30,,,,,,,,,,,,,,,,
August,14,0:00,,,,,,,,,,,,,,,,
August,14,0:30,,,,,,,,,,,,,,,,
August,14,1:00,,,,,,,,,,,,,,,,
August,14,1:30,,,,,,,,,,,,,,,,
August,14,2:00,,,,,,,,,,,,,,,,
August,14,2:30,,,,,,,,,,,,,,,,
August,14,3:00,,,,,,,,,,,,,,,,
August,14,3:30,,,,,,,,,,,,,,,,
August,14,4:00,,,,,,,,,,,,,,,,
August,14,4:30,,,,,,,,,,,,,,,,
August,14,5:00,,,,,,,,,,,,,,,,
August,14,5:30,,,,,,,,,,,,,,,,
August,14,6:00,,,,,,,,,,,,,,,,
August,14,6:30,,,,,,,,,,,,,,,,
August,14,7:00,,,,,,,,,,,,,,,,
August,14,7:30,,,,,,,,,,,,,,,,
August,14,8:00,,,,,,,,,,,,,,,,
August,14,8:30,,,,,,,,,,,,,,,,
August,14,9:00,,,,,,,,,,,,,,,,
August,14,9:30,,,,,,,,,,,,,,,,
August,14,10:00,,,,,,,,,,,,,,,,
August,14,10:30,,,,,,,,,,,,,,,,
August,14,11:00,,,,,,,,,,,,,,,,
August,14,11:30,,,,,,,,,,,,,,,,
August,14,12:00,,,,,,,,,,,,,,,,
August,14,12:30,,,,,,,,,,,,,,,,
August,14,13:00,,,,,,,,,,,,,,,,
August,14,13:30,,,,,,,,,,,,,,,,
August,14,14:00,,,,,,,,,,,,,,,,
August,14,14:30,,,,,,,,,,,,,,,,
August,14,15:00,,,,,,,,,,,,,,,,
August,14,15:30,,,,,,,,,,,,,,,,
August,14,16:00,,,,,,,,,,,,,,,,
August,14,16:30,,,,,,,,,,,,,,,,
August,14,17:00,,,,,,,,,,,,,,,,
August,14,17:30,,,,,,,,,,,,,,,,
August,14,18:00,,,,,,,,,,,,,,,,
August,14,18:30,,,,,,,,,,,,,,,,
August,14,19:00,,,,,,,,,,,,,,,,
August,14,19:30,,,,,,,,,,,,,,,,
August,14,20:00,,,,,,,,,,,,,,,,
August,14,20:30,,,,,,,,,,,,,,,,
August,14,21:00,,,,,,,,,,,,,,,,
August,14,21:30,,,,,,,,,,,,,,,,
August,14,22:00,,,,,,,,,,,,,,,,
August,14,22:30,,,,,,,,,,,,,,,,
August,14,23:00,,,,,,,,,,,,,,,,
August,14,23:30,,,,,,,,,,,,,,,,
August,15,0:00,,,,,,,,,,,,,,,,
August,15,0:30,,,,,,,,,,,,,,,,
August,15,1:00,,,,,,,,,,,,,,,,
August,15,1:30,,,,,,,,,,,,,,,,
August,15,2:00,,,,,,,,,,,,,,,,
August,15,2:30,,,,,,,,,,,,,,,,
August,15,3:00,,,,,,,,,,,,,,,,
August,15,3:30,,,,,,,,,,,,,,,,
August,15,4:00,,,,,,,,,,,,,,,,
August,15,4:30,,,,,,,,,,,,,,,,
August,15,5:00,,,,,,,,,,,,,,,,
August,15,5:30,,,,,,,,,,,,,,,,
August,15,6:00,,,,,,,,,,,,,,,,
August,15,6:30,,,,,,,,,,,,,,,,
August,15,7:00,,,,,,,,,,,,,,,,
August,15,7:30,,,,,,,,,,,,,,,,
August,15,8:00,,,,,,,,,,,,,,,,
August,15,8:30,,,,,,,,,,,,,,,,
August,15,9:00,,,,,,,,,,,,,,,,
August,15,9:30,,,,,,,,,,,,,,,,
August,15,10:00,,,,,,,,,,,,,,,,
August,15,10:30,,,,,,,,,,,,,,,,
August,15,11:00,,,,,,,,,,,,,,,,
August,15,11:30,,,,,,,,,,,,,,,,
August,15,12:00,,,,,,,,,,,,,,,,
August,15,12:30,,,,,,,,,,,,,,,,
August,15,13:00,,,,,,,,,,,,,,,,
August,15,13:30,,,,,,,,,,,,,,,,
August,15,14:00,,,,,,,,,,,,,,,,
August,15,14:30,,,,,,,,,,,,,,,,
August,15,15:00,,,,,,,,,,,,,,,,
August,15,15:30,,,,,,,,,,,,,,,,
August,15,16:00,,,,,,,,,,,,,,,,
August,15,16:30,,,,,,,,,,,,,,,,
August,15,17:00,,,,,,,,,,,,,,,,
August,15,17:30,,,,,,,,,,,,,,,,
August,15,18:00,,,,,,,,,,,,,,,,
August,15,18:30,,,,,,,,,,,,,,,,
August,15,19:00,,,,,,,,,,,,,,,,
August,15,19:30,,,,,,,,,,,,,,,,
August,15,20:00,,,,,,,,,,,,,,,,
August,15,20:30,,,,,,,,,,,,,,,,
August,15,21:00,,,,,,,,,,,,,,,,
August,15,21:30,,,,,,,,,,,,,,,,
August,15,22:00,,,,,,,,,,,,,,,,
August,15,22:30,,,,,,,,,,,,,,,,
August,15,23:00,,,,,,,,,,,,,,,,
August,15,23:30,,,,,,,,,,,,,,,,
August,16,0:00,,,,,,,,,,,,,,,,
August,16,0:30,,,,,,,,,,,,,,,,
August,16,1:00,,,,,,,,,,,,,,,,
August,16,1:30,,,,,,,,,,,,,,,,
August,16,2:00,,,,,,,,,,,,,,,,
August,16,2:30,,,,,,,,,,,,,,,,
August,16,3:00,,,,,,,,,,,,,,,,
August,16,3:30,,,,,,,,,,,,,,,,
August,16,4:00,,,,,,,,,,,,,,,,
August,16,4:30,,,,,,,,,,,,,,,,
August,16,5:00,,,,,,,,,,,,,,,,
August,16,5:30,,,,,,,,,,,,,,,,
August,16,6:00,,,,,,,,,,,,,,,,
August,16,6:30,,,,,,,,,,,,,,,,
August,16,7:00,,,,,,,,,,,,,,,,
August,16,7:30,,,,,,,,,,,,,,,,
August,16,8:00,,,,,,,,,,,,,,,,
August,16,8:30,,,,,,,,,,,,,,,,
August,16,9:00,,,,,,,,,,,,,,,,
August,16,9:30,,,,,,,,,,,,,,,,
August,16,10:00,,,,,,,,,,,,,,,,
August,16,10:30,,,,,,,,,,,,,,,,
August,16,11:00,,,,,,,,,,,,,,,,
August,16,11:30,,,,,,,,,,,,,,,,
August,16,12:00,,,,,,,,,,,,,,,,
August,16,12:30,,,,,,,,,,,,,,,,
August,16,13:00,,,,,,,,,,,,,,,,
August,16,13:30,,,,,,,,,,,,,,,,
August,16,14:00,,,,,,,,,,,,,,,,
August,16,14:30,,,,,,,,,,,,,,,,
August,16,15:00,,,,,,,,,,,,,,,,
August,16,15:30,,,,,,,,,,,,,,,,
August,16,16:00,,,,,,,,,,,,,,,,
August,16,16:30,,,,,,,,,,,,,,,,
August,16,17:00,,,,,,,,,,,,,,,,
August,16,17:30,,,,,,,,,,,,,,,,
August,16,18:00,,,,,,,,,,,,,,,,
August,16,18:30,,,,,,,,,,,,,,,,
August,16,19:00,,,,,,,,,,,,,,,,
August,16,19:30,,,,,,,,,,,,,,,,
August,16,20:00,,,,,,,,,,,,,,,,
August,16,20:30,,,,,,,,,,,,,,,,
August,16,21:00,,,,,,,,,,,,,,,,
August,16,21:30,,,,,,,,,,,,,,,,
August,16,22:00,,,,,,,,,,,,,,,,
August,16,22:30,,,,,,,,,,,,,,,,
August,16,23:00,,,,,,,,,,,,,,,,
August,16,23:30,,,,,,,,,,,,,,,,
August,17,0:00,,,,,,,,,,,,,,,,
August,17,0:30,,,,,,,,,,,,,,,,
August,17,1:00,,,,,,,,,,,,,,,,
August,17,1:30,,,,,,,,,,,,,,,,
August,17,2:00,,,,,,,,,,,,,,,,
August,17,2:30,,,,,,,,,,,,,,,,
August,17,3:00,,,,,,,,,,,,,,,,
August,17,3:30,,,,,,,,,,,,,,,,
August,17,4:00,,,,,,,,,,,,,,,,
August,17,4:30,,,,,,,,,,,,,,,,
August,17,5:00,,,,,,,,,,,,,,,,
August,17,5:30,,,,,,,,,,,,,,,,
August,17,6:00,,,,,,,,,,,,,,,,
August,17,6:30,,,,,,,,,,,,,,,,
August,17,7:00,,,,,,,,,,,,,,,,
August,17,7:30,,,,,,,,,,,,,,,,
August,17,8:00,,,,,,,,,,,,,,,,
August,17,8:30,,,,,,,,,,,,,,,,
August,17,9:00,,,,,,,,,,,,,,,,
August,17,9:30,,,,,,,,,,,,,,,,
August,17,10:00,,,,,,,,,,,,,,,,
August,17,10:30,,,,,,,,,,,,,,,,
August,17,11:00,,,,,,,,,,,,,,,,
August,17,11:30,,,,,,,,,,,,,,,,
August,17,12:00,,,,,,,,,,,,,,,,
August,17,12:30,,,,,,,,,,,,,,,,
August,17,13:00,,,,,,,,,,,,,,,,
August,17,13:30,,,,,,,,,,,,,,,,
August,17,14:00,,,,,,,,,,,,,,,,
August,17,14:30,,,,,,,,,,,,,,,,
August,17,15:00,,,,,,,,,,,,,,,,
August,17,15:30,,,,,,,,,,,,,,,,
August,17,16:00,,,,,,,,,,,,,,,,
August,17,16:30,,,,,,,,,,,,,,,,
August,17,17:00,,,,,,,,,,,,,,,,
August,17,17:30,,,,,,,,,,,,,,,,
August,17,18:00,,,,,,,,,,,,,,,,
August,17,18:30,,,,,,,,,,,,,,,,
August,17,19:00,,,,,,,,,,,,,,,,
August,17,19:30,,,,,,,,,,,,,,,,
August,17,20:00,,,,,,,,,,,,,,,,
August,17,20:30,,,,,,,,,,,,,,,,
August,17,21:00,,,,,,,,,,,,,,,,
August,17,21:30,,,,,,,,,,,,,,,,
August,17,22:00,,,,,,,,,,,,,,,,
August,17,22:30,,,,,,,,,,,,,,,,
August,17,23:00,,,,,,,,,,,,,,,,
August,17,23:30,,,,,,,,,,,,,,,,
August,18,0:00,,,,,,,,,,,,,,,,
August,18,0:30,,,,,,,,,,,,,,,,
August,18,1:00,,,,,,,,,,,,,,,,
August,18,1:30,,,,,,,,,,,,,,,,
August,18,2:00,,,,,,,,,,,,,,,,
August,18,2:30,,,,,,,,,,,,,,,,
August,18,3:00,,,,,,,,,,,,,,,,
August,18,3:30,,,,,,,,,,,,,,,,
August,18,4:00,,,,,,,,,,,,,,,,
August,18,4:30,,,,,,,,,,,,,,,,
August,18,5:00,,,,,,,,,,,,,,,,
August,18,5:30,,,,,,,,,,,,,,,,
August,18,6:00,,,,,,,,,,,,,,,,
August,18,6:30,,,,,,,,,,,,,,,,
August,18,7:00,,,,,,,,,,,,,,,,
August,18,7:30,,,,,,,,,,,,,,,,
August,18,8:00,,,,,,,,,,,,,,,,
August,18,8:30,,,,,,,,,,,,,,,,
August,18,9:00,,,,,,,,,,,,,,,,
August,18,9:30,,,,,,,,,,,,,,,,
August,18,10:00,,,,,,,,,,,,,,,,
August,18,10:30,,,,,,,,,,,,,,,,
August,18,11:00,,,,,,,,,,,,,,,,
August,18,11:30,,,,,,,,,,,,,,,,
August,18,12:00,,,,,,,,,,,,,,,,
August,18,12:30,,,,,,,,,,,,,,,,
August,18,13:00,,,,,,,,,,,,,,,,
August,18,13:30,,,,,,,,,,,,,,,,
August,18,14:00,,,,,,,,,,,,,,,,
August,18,14:30,,,,,,,,,,,,,,,,
August,18,15:00,,,,,,,,,,,,,,,,
August,18,15:30,,,,,,,,,,,,,,,,
August,18,16:00,,,,,,,,,,,,,,,,
August,18,16:30,,,,,,,,,,,,,,,,
August,18,17:00,,,,,,,,,,,,,,,,
August,18,17:30,,,,,,,,,,,,,,,,
August,18,18:00,,,,,,,,,,,,,,,,
August,18,18:30,,,,,,,,,,,,,,,,
August,18,19:00,,,,,,,,,,,,,,,,
August,18,19:30,,,,,,,,,,,,,,,,
August,18,20:00,,,,,,,,,,,,,,,,
August,18,20:30,,,,,,,,,,,,,,,,
August,18,21:00,,,,,,,,,,,,,,,,
August,18,21:30,,,,,,,,,,,,,,,,
August,18,22:00,,,,,,,,,,,,,,,,
August,18,22:30,,,,,,,,,,,,,,,,
August,18,23:00,,,,,,,,,,,,,,,,
August,18,23:30,,,,,,,,,,,,,,,,
August,19,0:00,,,,,,,,,,,,,,,,
August,19,0:30,,,,,,,,,,,,,,,,
August,19,1:00,,,,,,,,,,,,,,,,
August,19,1:30,,,,,,,,,,,,,,,,
August,19,2:00,,,,,,,,,,,,,,,,
August,19,2:30,,,,,,,,,,,,,,,,
August,19,3:00,,,,,,,,,,,,,,,,
August,19,3:30,,,,,,,,,,,,,,,,
August,19,4:00,,,,,,,,,,,,,,,,
August,19,4:30,,,,,,,,,,,,,,,,
August,19,5:00,,,,,,,,,,,,,,,,
August,19,5:30,,,,,,,,,,,,,,,,
August,19,6:00,,,,,,,,,,,,,,,,
August,19,6:30,,,,,,,,,,,,,,,,
August,19,7:00,,,,,,,,,,,,,,,,
August,19,7:30,,,,,,,,,,,,,,,,
August,19,8:00,,,,,,,,,,,,,,,,
August,19,8:30,,,,,,,,,,,,,,,,
August,19,9:00,,,,,,,,,,,,,,,,
August,19,9:30,,,,,,,,,,,,,,,,
August,19,10:00,,,,,,,,,,,,,,,,
August,19,10:30,,,,,,,,,,,,,,,,
August,19,11:00,,,,,,,,,,,,,,,,
August,19,11:30,,,,,,,,,,,,,,,,
August,19,12:00,,,,,,,,,,,,,,,,
August,19,12:30,,,,,,,,,,,,,,,,
August,19,13:00,,,,,,,,,,,,,,,,
August,19,13:30,,,,,,,,,,,,,,,,
August,19,14:00,,,,,,,,,,,,,,,,
August,19,14:30,,,,,,,,,,,,,,,,
August,19,15:00,,,,,,,,,,,,,,,,
August,19,15:30,,,,,,,,,,,,,,,,
August,19,16:00,,,,,,,,,,,,,,,,
August,19,16:30,,,,,,,,,,,,,,,,
August,19,17:00,,,,,,,,,,,,,,,,
August,19,17:30,,,,,,,,,,,,,,,,
August,19,18:00,,,,,,,,,,,,,,,,
August,19,18:30,,,,,,,,,,,,,,,,
August,19,19:00,,,,,,,,,,,,,,,,
August,19,19:30,,,,,,,,,,,,,,,,
August,19,20:00,,,,,,,,,,,,,,,,
August,19,20:30,,,,,,,,,,,,,,,,
August,19,21:00,,,,,,,,,,,,,,,,
August,19,21:30,,,,,,,,,,,,,,,,
August,19,22:00,,,,,,,,,,,,,,,,
August,19,22:30,,,,,,,,,,,,,,,,
August,19,23:00,,,,,,,,,,,,,,,,
August,19,23:30,,,,,,,,,,,,,,,,
August,20,0:00,,,,,,,,,,,,,,,,
August,20,0:30,,,,,,,,,,,,,,,,
August,20,1:00,,,,,,,,,,,,,,,,
August,20,1:30,,,,,,,,,,,,,,,,
August,20,2:00,,,,,,,,,,,,,,,,
August,20,2:30,,,,,,,,,,,,,,,,
August,20,3:00,,,,,,,,,,,,,,,,
August,20,3:30,,,,,,,,,,,,,,,,
August,20,4:00,,,,,,,,,,,,,,,,
August,20,4:30,,,,,,,,,,,,,,,,
August,20,5:00,,,,,,,,,,,,,,,,
August,20,5:30,,,,,,,,,,,,,,,,
August,20,6:00,,,,,,,,,,,,,,,,
August,20,6:30,,,,,,,,,,,,,,,,
August,20,7:00,,,,,,,,,,,,,,,,
August,20,7:30,,,,,,,,,,,,,,,,
August,20,8:00,,,,,,,,,,,,,,,,
August,20,8:30,,,,,,,,,,,,,,,,
August,20,9:00,,,,,,,,,,,,,,,,
August,20,9:30,,,,,,,,,,,,,,,,
August,20,10:00,,,,,,,,,,,,,,,,
August,20,10:30,,,,,,,,,,,,,,,,
August,20,11:00,,,,,,,,,,,,,,,,
August,20,11:30,,,,,,,,,,,,,,,,
August,20,12:00,,,,,,,,,,,,,,,,
August,20,12:30,,,,,,,,,,,,,,,,
August,20,13:00,,,,,,,,,,,,,,,,
August,20,13:30,,,,,,,,,,,,,,,,
August,20,14:00,,,,,,,,,,,,,,,,
August,20,14:30,,,,,,,,,,,,,,,,
August,20,15:00,,,,,,,,,,,,,,,,
August,20,15:30,,,,,,,,,,,,,,,,
August,20,16:00,,,,,,,,,,,,,,,,
August,20,16:30,,,,,,,,,,,,,,,,
August,20,17:00,,,,,,,,,,,,,,,,
August,20,17:30,,,,,,,,,,,,,,,,
August,20,18:00,,,,,,,,,,,,,,,,
August,20,18:30,,,,,,,,,,,,,,,,
August,20,19:00,,,,,,,,,,,,,,,,
August,20,19:30,,,,,,,,,,,,,,,,
August,20,20:00,,,,,,,,,,,,,,,,
August,20,20:30,,,,,,,,,,,,,,,,
August,20,21:00,,,,,,,,,,,,,,,,
August,20,21:30,,,,,,,,,,,,,,,,
August,20,22:00,,,,,,,,,,,,,,,,
August,20,22:30,,,,,,,,,,,,,,,,
August,20,23:00,,,,,,,,,,,,,,,,
August,20,23:30,,,,,,,,,,,,,,,,
August,21,0:00,,,,,,,,,,,,,,,,
August,21,0:30,,,,,,,,,,,,,,,,
August,21,1:00,,,,,,,,,,,,,,,,
August,21,1:30,,,,,,,,,,,,,,,,
August,21,2:00,,,,,,,,,,,,,,,,
August,21,2:30,,,,,,,,,,,,,,,,
August,21,3:00,,,,,,,,,,,,,,,,
August,21,3:30,,,,,,,,,,,,,,,,
August,21,4:00,,,,,,,,,,,,,,,,
August,21,4:30,,,,,,,,,,,,,,,,
August,21,5:00,,,,,,,,,,,,,,,,
August,21,5:30,,,,,,,,,,,,,,,,
August,21,6:00,,,,,,,,,,,,,,,,
August,21,6:30,,,,,,,,,,,,,,,,
August,21,7:00,,,,,,,,,,,,,,,,
August,21,7:30,,,,,,,,,,,,,,,,
August,21,8:00,,,,,,,,,,,,,,,,
August,21,8:30,,,,,,,,,,,,,,,,
August,21,9:00,,,,,,,,,,,,,,,,
August,21,9:30,,,,,,,,,,,,,,,,
August,21,10:00,,,,,,,,,,,,,,,,
August,21,10:30,,,,,,,,,,,,,,,,
August,21,11:00,,,,,,,,,,,,,,,,
August,21,11:30,,,,,,,,,,,,,,,,
August,21,12:00,,,,,,,,,,,,,,,,
August,21,12:30,,,,,,,,,,,,,,,,
August,21,13:00,,,,,,,,,,,,,,,,
August,21,13:30,,,,,,,,,,,,,,,,
August,21,14:00,,,,,,,,,,,,,,,,
August,21,14:30,,,,,,,,,,,,,,,,
August,21,15:00,,,,,,,,,,,,,,,,
August,21,15:30,,,,,,,,,,,,,,,,
August,21,16:00,,,,,,,,,,,,,,,,
August,21,16:30,,,,,,,,,,,,,,,,
August,21,17:00,,,,,,,,,,,,,,,,
August,21,17:30,,,,,,,,,,,,,,,,
August,21,18:00,,,,,,,,,,,,,,,,
August,21,18:30,,,,,,,,,,,,,,,,
August,21,19:00,,,,,,,,,,,,,,,,
August,21,19:30,,,,,,,,,,,,,,,,
August,21,20:00,,,,,,,,,,,,,,,,
August,21,20:30,,,,,,,,,,,,,,,,
August,21,21:00,,,,,,,,,,,,,,,,
August,21,21:30,,,,,,,,,,,,,,,,
August,21,22:00,,,,,,,,,,,,,,,,
August,21,22:30,,,,,,,,,,,,,,,,
August,21,23:00,,,,,,,,,,,,,,,,
August,21,23:30,,,,,,,,,,,,,,,,
August,22,0:00,,,,,,,,,,,,,,,,
August,22,0:30,,,,,,,,,,,,,,,,
August,22,1:00,,,,,,,,,,,,,,,,
August,22,1:30,,,,,,,,,,,,,,,,
August,22,2:00,,,,,,,,,,,,,,,,
August,22,2:30,,,,,,,,,,,,,,,,
August,22,3:00,,,,,,,,,,,,,,,,
August,22,3:30,,,,,,,,,,,,,,,,
August,22,4:00,,,,,,,,,,,,,,,,
August,22,4:30,,,,,,,,,,,,,,,,
August,22,5:00,,,,,,,,,,,,,,,,
August,22,5:30,,,,,,,,,,,,,,,,
August,22,6:00,,,,,,,,,,,,,,,,
August,22,6:30,,,,,,,,,,,,,,,,
August,22,7:00,,,,,,,,,,,,,,,,
August,22,7:30,,,,,,,,,,,,,,,,
August,22,8:00,,,,,,,,,,,,,,,,
August,22,8:30,,,,,,,,,,,,,,,,
August,22,9:00,,,,,,,,,,,,,,,,
August,22,9:30,,,,,,,,,,,,,,,,
August,22,10:00,,,,,,,,,,,,,,,,
August,22,10:30,,,,,,,,,,,,,,,,
August,22,11:00,,,,,,,,,,,,,,,,
August,22,11:30,,,,,,,,,,,,,,,,
August,22,12:00,,,,,,,,,,,,,,,,
August,22,12:30,,,,,,,,,,,,,,,,
August,22,13:00,,,,,,,,,,,,,,,,
August,22,13:30,,,,,,,,,,,,,,,,
August,22,14:00,,,,,,,,,,,,,,,,
August,22,14:30,,,,,,,,,,,,,,,,
August,22,15:00,,,,,,,,,,,,,,,,
August,22,15:30,,,,,,,,,,,,,,,,
August,22,16:00,,,,,,,,,,,,,,,,
August,22,16:30,,,,,,,,,,,,,,,,
August,22,17:00,,,,,,,,,,,,,,,,
August,22,17:30,,,,,,,,,,,,,,,,
August,22,18:00,,,,,,,,,,,,,,,,
August,22,18:30,,,,,,,,,,,,,,,,
August,22,19:00,,,,,,,,,,,,,,,,
August,22,19:30,,,,,,,,,,,,,,,,
August,22,20:00,,,,,,,,,,,,,,,,
August,22,20:30,,,,,,,,,,,,,,,,
August,22,21:00,,,,,,,,,,,,,,,,
August,22,21:30,,,,,,,,,,,,,,,,
August,22,22:00,,,,,,,,,,,,,,,,
August,22,22:30,,,,,,,,,,,,,,,,
August,22,23:00,,,,,,,,,,,,,,,,
August,22,23:30,,,,,,,,,,,,,,,,
August,23,0:00,,,,,,,,,,,,,,,,
August,23,0:30,,,,,,,,,,,,,,,,
August,23,1:00,,,,,,,,,,,,,,,,
August,23,1:30,,,,,,,,,,,,,,,,
August,23,2:00,,,,,,,,,,,,,,,,
August,23,2:30,,,,,,,,,,,,,,,,
August,23,3:00,,,,,,,,,,,,,,,,
August,23,3:30,,,,,,,,,,,,,,,,
August,23,4:00,,,,,,,,,,,,,,,,
August,23,4:30,,,,,,,,,,,,,,,,
August,23,5:00,,,,,,,,,,,,,,,,
August,23,5:30,,,,,,,,,,,,,,,,
August,23,6:00,,,,,,,,,,,,,,,,
August,23,6:30,,,,,,,,,,,,,,,,
August,23,7:00,,,,,,,,,,,,,,,,
August,23,7:30,,,,,,,,,,,,,,,,
August,23,8:00,,,,,,,,,,,,,,,,
August,23,8:30,,,,,,,,,,,,,,,,
August,23,9:00,,,,,,,,,,,,,,,,
August,23,9:30,,,,,,,,,,,,,,,,
August,23,10:00,,,,,,,,,,,,,,,,
August,23,10:30,,,,,,,,,,,,,,,,
August,23,11:00,,,,,,,,,,,,,,,,
August,23,11:30,,,,,,,,,,,,,,,,
August,23,12:00,,,,,,,,,,,,,,,,
August,23,12:30,,,,,,,,,,,,,,,,
August,23,13:00,,,,,,,,,,,,,,,,
August,23,13:30,,,,,,,,,,,,,,,,
August,23,14:00,,,,,,,,,,,,,,,,
August,23,14:30,,,,,,,,,,,,,,,,
August,23,15:00,,,,,,,,,,,,,,,,
August,23,15:30,,,,,,,,,,,,,,,,
August,23,16:00,,,,,,,,,,,,,,,,
August,23,16:30,,,,,,,,,,,,,,,,
August,23,17:00,,,,,,,,,,,,,,,,
August,23,17:30,,,,,,,,,,,,,,,,
August,23,18:00,,,,,,,,,,,,,,,,
August,23,18:30,,,,,,,,,,,,,,,,
August,23,19:00,,,,,,,,,,,,,,,,
August,23,19:30,,,,,,,,,,,,,,,,
August,23,20:00,,,,,,,,,,,,,,,,
August,23,20:30,,,,,,,,,,,,,,,,
August,23,21:00,,,,,,,,,,,,,,,,
August,23,21:30,,,,,,,,,,,,,,,,
August,23,22:00,,,,,,,,,,,,,,,,
August,23,22:30,,,,,,,,,,,,,,,,
August,23,23:00,,,,,,,,,,,,,,,,
August,23,23:30,,,,,,,,,,,,,,,,
August,24,0:00,,,,,,,,,,,,,,,,
August,24,0:30,,,,,,,,,,,,,,,,
August,24,1:00,,,,,,,,,,,,,,,,
August,24,1:30,,,,,,,,,,,,,,,,
August,24,2:00,,,,,,,,,,,,,,,,
August,24,2:30,,,,,,,,,,,,,,,,
August,24,3:00,,,,,,,,,,,,,,,,
August,24,3:30,,,,,,,,,,,,,,,,
August,24,4:00,,,,,,,,,,,,,,,,
August,24,4:30,,,,,,,,,,,,,,,,
August,24,5:00,,,,,,,,,,,,,,,,
August,24,5:30,,,,,,,,,,,,,,,,
August,24,6:00,,,,,,,,,,,,,,,,
August,24,6:30,,,,,,,,,,,,,,,,
August,24,7:00,,,,,,,,,,,,,,,,
August,24,7:30,,,,,,,,,,,,,,,,
August,24,8:00,,,,,,,,,,,,,,,,
August,24,8:30,,,,,,,,,,,,,,,,
August,24,9:00,,,,,,,,,,,,,,,,
August,24,9:30,,,,,,,,,,,,,,,,
August,24,10:00,,,,,,,,,,,,,,,,
August,24,10:30,,,,,,,,,,,,,,,,
August,24,11:00,,,,,,,,,,,,,,,,
August,24,11:30,,,,,,,,,,,,,,,,
August,24,12:00,,,,,,,,,,,,,,,,
August,24,12:30,,,,,,,,,,,,,,,,
August,24,13:00,,,,,,,,,,,,,,,,
August,24,13:30,,,,,,,,,,,,,,,,
August,24,14:00,,,,,,,,,,,,,,,,
August,24,14:30,,,,,,,,,,,,,,,,
August,24,15:00,,,,,,,,,,,,,,,,
August,24,15:30,,,,,,,,,,,,,,,,
August,24,16:00,,,,,,,,,,,,,,,,
August,24,16:30,,,,,,,,,,,,,,,,
August,24,17:00,,,,,,,,,,,,,,,,
August,24,17:30,,,,,,,,,,,,,,,,
August,24,18:00,,,,,,,,,,,,,,,,
August,24,18:30,,,,,,,,,,,,,,,,
August,24,19:00,,,,,,,,,,,,,,,,
August,24,19:30,,,,,,,,,,,,,,,,
August,24,20:00,,,,,,,,,,,,,,,,
